Title,LikeCount,date,year,Views
"The price of a ""clean"" internet",62000,2019-10-01,2019,2074664
The medical potential of AI and metabolites,59000,2019-10-01,2019,1979646
Claws vs. nails,72000,2019-10-01,2019,2432845
How close are we to uploading our minds?,17000,2019-10-01,2019,570127
Why we should archive everything on the planet,1700,2019-10-01,2019,57082
Humanity at the intersection of science and archaeology,812000,2019-10-01,2019,27090
What I learned from digging under New York City's streets,933000,2019-10-01,2019,31132
Why archaeology needs to transcend borders,1200,2019-10-01,2019,40997
"How to bring affordable, sustainable electricity to Africa",62000,2019-10-01,2019,2088838
The sounds and sights of tap dance,292000,2019-10-01,2019,NA
How I bring myth and magic to life,622000,2019-10-01,2019,20768
Why we need more (real) science in fiction,1100,2019-10-01,2019,38845
How we experience awe -- and why it matters,13000,2019-10-01,2019,439962
How to connect with people who are different than you,1800,2019-10-01,2019,63071
How you can help transform the internet into a place of trust,62000,2019-10-01,2019,2082656
"The Greek myth of Talos, the first robot",88000,2019-10-01,2019,2960593
The link between fishing cats and mangrove forest conservation,54000,2019-10-01,2019,1825553
The pride and power of representation in film,61000,2019-10-01,2019,2036520
How motivation can fix public systems,62000,2019-10-01,2019,2071880
Hawking's black hole paradox explained,108000,2019-10-01,2019,3629460
The danger of AI is weirder than you think,99000,2019-10-01,2019,3325811
Fashion that celebrates all body types -- boldly and unapologetically,60000,2019-10-01,2019,2006578
Wake Up America — we are better than this!,1900,2019-10-01,2019,64776
The Maya myth of the morning star,41000,2019-10-01,2019,1400381
How we're using dogs to sniff out malaria,11000,2019-10-01,2019,377879
How nanoparticles could change the way we treat cancer,12000,2019-10-01,2019,424379
An architect's guide to living on Mars,1200,2019-10-01,2019,40603
A coral reef love story,12000,2019-10-01,2019,415489
How to 3D print human tissue,19000,2019-10-01,2019,653623
How a handful of fishing villages sparked a marine conservation revolution,62000,2019-10-01,2019,2069176
A circular economy for salt that keeps rivers clean,55000,2019-10-01,2019,1854056
Why our future relies on the genetic diversity of food,893000,2019-10-01,2019,29817
What causes an economic recession?,63000,2019-10-01,2019,2131860
The scientific now of space food,1300,2019-10-01,2019,46063
The psychological impact of child separation at the US-Mexico border,62000,2019-10-01,2019,2096298
An app that helps incarcerated people stay connected to their families,56000,2019-10-01,2019,1873388
How we can eliminate child sexual abuse material from the internet,55000,2019-10-01,2019,1848675
"The Resistance | Think Like A Coder, Ep 2",21000,2019-10-01,2019,726574
"After billions of years of monotony, the universe is waking up",67000,2019-10-01,2019,2245073
"""King of the World"" / ""Nothing Has to Be True"" / ""My Silver Lining""",191000,2019-10-01,2019,NA
"""Wrong"" / ""Small Town Weirdos""",150000,2019-10-01,2019,NA
What's the future of capitalism?,1800,2019-10-01,2019,60851
Revelations from a lifetime of dance,9200,2019-10-01,2019,309747
"Why should you read Dante's ""Divine Comedy""?",48000,2019-10-01,2019,1628130
What Bruce Lee can teach us about living fully,74000,2019-10-01,2019,2483343
How we're using DNA tech to help farmers fight crop diseases,53000,2019-10-01,2019,1798696
A personal plea for humanity at the US-Mexico border,61000,2019-10-01,2019,2041119
Are we living in a simulation?,42000,2019-10-01,2019,1423721
A radical plan to end plastic waste,88000,2019-10-01,2019,2966670
How we're helping local reporters turn important stories into national news,49000,2019-10-01,2019,1654171
The transformative power of video games,57000,2019-10-01,2019,1931148
The first and last king of Haiti,17000,2019-10-01,2019,578107
This ancient rock is changing our theory on the origin of life,91000,2019-10-01,2019,3060948
The three secrets of resilient people,60000,2019-10-01,2019,2004736
"""Criminalization of Survival""",2400,2019-10-01,2019,81487
Reducing corruption takes a specific kind of investment,64000,2019-10-01,2019,2136385
Why language is humanity's greatest invention,50000,2019-10-01,2019,1674129
"""For Estefani, Third Grade, Who Made Me A Card""",6200,2019-10-01,2019,209132
What happens in your brain when you taste food,114000,2019-10-01,2019,3811992
What the US health care system assumes about you,43000,2019-10-01,2019,1465628
Ugly History: Japanese American incarceration camps,43000,2019-10-01,2019,1473337
How community-led conservation can save wildlife,59000,2019-10-01,2019,1982361
Why you should shop at your local farmers market,59000,2019-10-01,2019,1985590
"The Prison Break | Think Like A Coder, Ep 1",49000,2019-09-01,2019,1661262
How we experience time and memory through art,10000,2019-09-01,2019,354538
Porque le enseño a niños como yo a programar,69000,2019-09-01,2019,2329029
Creativity builds nations,7700,2019-09-01,2019,259716
How one tree grows 40 different kinds of fruit,19000,2019-09-01,2019,659068
Einstein's twin paradox explained,154000,2019-09-01,2019,5166276
A wall won't solve America's border problems,56000,2019-09-01,2019,1893309
How we're building the world's largest family tree,59000,2019-09-01,2019,1970294
"Why should you read ""The God of Small Things"" by Arundhati Roy?",20000,2019-09-01,2019,672412
How couples can sustain a strong sexual connection for a lifetime,104000,2019-09-01,2019,3482993
The myth of the Sampo— an infinite source of fortune and greed,58000,2019-09-01,2019,1948233
Can seaweed help curb global warming?,95000,2019-09-01,2019,3182217
A bold plan to empower 1.6 million out-of-school girls in India,54000,2019-09-01,2019,1812047
We need to track the world's water like we track the weather,97000,2019-09-01,2019,3258954
"""Tumba La Nyama"" / ""Mulema""",21000,2019-09-01,2019,723725
"Make love, not porn",73000,2019-09-01,2019,2466780
4 questions you should always ask your doctor,75000,2019-09-01,2019,2521673
This could be why you're depressed or anxious,499000,2019-09-01,2019,16683803
How we use astrophysics to study earthbound problems,57000,2019-09-01,2019,1910918
A day in the life of a Celtic Druid,49000,2019-09-01,2019,1645707
A free world needs satire,16000,2019-09-01,2019,550438
How climate change could make our food less nutritious,69000,2019-09-01,2019,2309971
Can you solve the secret sauce riddle?,86000,2019-09-01,2019,2880049
What streaming means for the future of entertainment,10000,2019-09-01,2019,364199
The dirty secret of capitalism -- and a new way forward,164000,2019-09-01,2019,5475942
Community-powered criminal justice reform,50000,2019-09-01,2019,1696215
A brief history of chess,277000,2019-09-01,2019,9292820
Why I became an actor,4700,2019-09-01,2019,158676
What reading slowly taught me about writing,86000,2019-09-01,2019,2881504
How deepfakes undermine truth and threaten democracy,105000,2019-09-01,2019,3511667
How your emotions change the shape of your heart,132000,2019-09-01,2019,4402602
"Why should you read ""Midnight's Children""?",13000,2019-09-01,2019,450715
"A ""living drug"" that could change the way we treat cancer",59000,2019-09-01,2019,1979849
"""Ode to the Only Black Kid in the Class""",7900,2019-09-01,2019,266458
How we can make racism a solvable problem -- and improve policing,68000,2019-09-01,2019,2296258
The dust bunnies that built our planet,7600,2019-09-01,2019,256636
Why you should be a climate activist,79000,2019-09-01,2019,2647555
A global initiative to end violence against children,1100,2019-09-01,2019,38260
Inside the bizarre world of internet trolls and propagandists,70000,2019-09-01,2019,2359537
"""Stumbling towards intimacy"": An improvised TED Talk",14000,2019-09-01,2019,499491
How porn changes the way teens think about sex,100000,2019-09-01,2019,3364149
The secret student resistance to Hitler,49000,2019-09-01,2019,1646330
What happened when we paired up thousands of strangers to talk politics,59000,2019-09-01,2019,1974883
A 13-year-old's plan for removing plastic from the oceans,1900,2019-09-01,2019,66475
A climate change solution that's right under our feet,62000,2019-09-01,2019,2074967
What I learned about freedom after escaping North Korea,149000,2019-08-01,2019,4991656
How I help people understand vitiligo,80000,2019-08-01,2019,2684446
The rise and fall of the Mongol Empire,147000,2019-08-01,2019,4922534
Can we choose to fall out of love?,132000,2019-08-01,2019,4412732
Emergency medicine for our climate fever,57000,2019-08-01,2019,1920908
The myth of Jason and the Argonauts,58000,2019-08-01,2019,1949902
How climate change affects your mental health,75000,2019-08-01,2019,2530372
The mysterious origins of life on Earth,32000,2019-08-01,2019,1088955
How the West can adapt to a rising Asia,73000,2019-08-01,2019,2439484
A day in the life of a Cossack warrior,19000,2019-08-01,2019,667673
What ping-pong taught me about life,69000,2019-08-01,2019,2303224
The power to think ahead in a reckless age,78000,2019-08-01,2019,2606374
Why we need a more accessible digital landscape,1200,2019-08-01,2019,41525
A Holocaust survivor's blueprint for happiness,60000,2019-08-01,2019,2005177
"Family, hope and resilience on the migrant trail",62000,2019-08-01,2019,2071239
"Why should you read ""Kafka on the Shore""?",53000,2019-08-01,2019,1794723
How craving attention makes you less creative,206000,2019-08-01,2019,6895110
The benefits of music education,9000,2019-08-01,2019,301170
La música de las ideas,11000,2019-08-01,2019,369808
How one city became a music capital,138000,2019-08-01,2019,NA
How music makes me a better neuroscientist,2500,2019-08-01,2019,85004
When do kids start to care about other people's opinions?,25000,2019-08-01,2019,856681
Can you solve the multiverse rescue mission riddle?,46000,2019-08-01,2019,1561069
The high-stakes race to make quantum computers work,12000,2019-08-01,2019,431951
How do viruses jump from animals to humans?,50000,2019-08-01,2019,1694719
From pacifist to spy: WWII's surprising secret agent,39000,2019-08-01,2019,1325200
How turtle shells evolved... twice,27000,2019-08-01,2019,913646
The murder of ancient Alexandria's greatest scholar,49000,2019-08-01,2019,1646862
"""You Have the Rite""",103000,2019-08-01,2019,3436553
The human skills we need in an unpredictable world,119000,2019-08-01,2019,3978467
What's at the bottom of the ocean -- and how we're getting there,29000,2019-08-01,2019,986165
What it was like to grow up under China's one-child policy,102000,2019-07-01,2019,3409319
What Brexit means for Scotland,2600,2019-07-01,2019,90235
What sharks taught me about being a scientist,1000,2019-07-01,2019,35483
How sharks could inspire a new generation of medical devices,1700,2019-07-01,2019,57949
Are our cultural narratives killing sharks?,141000,2019-07-01,2019,NA
Why the world needs sharks,6900,2019-07-01,2019,233176
How policewomen make communities safer,59000,2019-07-01,2019,1976550
Why governments should prioritize well-being,75000,2019-07-01,2019,2526230
The new political story that could change everything,115000,2019-07-01,2019,3857801
A brief history of cannibalism,138000,2019-07-01,2019,4639063
"An urgent call to protect the world's ""Third Pole""",63000,2019-07-01,2019,2124468
The real relationship between your age and your chance of success,106000,2019-07-01,2019,3542143
Romance and revolution: The poetry of Pablo Neruda,16000,2019-07-01,2019,534744
How to use family dinner to teach politics,111000,2019-07-01,2019,3726730
How to get back up after you fall — from an Olympic gymnast,3900,2019-07-01,2019,130550
The architectural wonder of impermanent cities,59000,2019-07-01,2019,1981258
What I learned from writing jokes for The Onion,1000,2019-07-01,2019,33895
Why humor is key to creativity,83000,2019-07-01,2019,2790140
How a typeface helped launch Apollo,11000,2019-07-01,2019,390445
Ancient Rome's most notorious doctor,88000,2019-07-01,2019,2951552
"How we can improve maternal healthcare -- before, during and after pregnancy",60000,2019-07-01,2019,2011978
A new way to get every child ready for kindergarten,70000,2019-07-01,2019,2344569
The fundamental right to seek asylum,58000,2019-07-01,2019,1956606
